0,97,0,0,97,0,97,97,0,0,0,0,0,0,97,97,97,0,0,0,0,0,0,97,128,179,97,0,97,0,97,0,0,0,97,0,0,0,0,0,97,97,0,0,97,0,0,0,0,97
0,0,0,0,97,0,97,0,0,97,97,97,97,97,0,0,0,0,0,0,97,97,0,97,128,128,97,0,97,0,97,0,0,97,88,97,0,0,0,97,0,0,97,0,0,0,0,0,0,97
0,0,97,0,97,0,0,0,97,97,0,0,0,0,97,97,97,97,97,0,0,97,0,97,128,179,88,0,0,0,0,0,0,0,0,0,97,0,97,0,0,97,0,0,97,0,97,0,0,97
97,0,97,0,106,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,179,179,97,97,0,97,0,97,97,0,0,97,97,0,0,0,97,0,0,97,0,0,0,0,0,0
97,0,97,0,97,97,0,0,97,0,0,97,97,97,97,88,88,88,97,97,0,0,97,128,128,128,97,97,0,97,97,97,0,0,97,88,97,0,97,97,0,0,0,0,0,0,0,0,97,0
97,0,97,0,97,97,0,0,97,0,97,0,0,0,0,0,0,0,0,0,0,97,128,179,128,128,97,0,0,97,97,0,0,0,0,0,0,0,0,0,0,0,0,97,0,97,0,0,0,0
97,0,0,0,97,97,0,0,0,0,0,0,0,179,179,179,128,97,97,97,97,97,128,128,128,128,0,0,88,97,0,0,97,0,0,0,0,97,0,0,0,97,97,0,0,0,0,97,0,0
97,97,0,0,97,0,0,0,0,97,0,0,0,179,179,128,179,128,179,128,128,128,128,128,128,0,88,97,97,0,0,97,97,0,0,0,97,0,0,97,97,0,0,0,0,97,0,97,0,0
97,97,0,0,97,0,97,0,0,97,0,0,97,179,128,128,128,128,128,128,179,128,128,128,0,0,97,97,0,0,97,97,0,97,0,0,0,0,97,0,0,0,0,0,97,97,0,0,0,97
97,0,0,0,0,0,0,0,0,0,0,0,128,128,128,128,88,97,97,97,97,88,88,88,0,97,0,0,0,0,97,0,0,97,0,0,97,97,0,0,97,97,0,97,179,179,97,97,0,0
97,97,0,0,97,0,0,97,0,0,0,97,128,179,128,128,88,0,0,0,0,97,97,0,0,0,97,0,0,97,97,0,97,97,0,0,0,0,97,97,97,128,128,128,179,179,179,128,128,128
88,88,0,0,0,0,0,97,0,0,0,0,0,97,179,128,88,0,97,97,0,0,0,0,97,97,97,0,97,106,0,0,97,97,0,97,97,97,128,128,128,179,128,128,128,179,179,128,128,128
97,88,88,0,0,0,0,0,0,0,0,0,0,97,179,128,88,0,97,97,88,88,88,0,0,97,0,0,97,0,0,0,0,0,97,97,106,97,128,128,128,128,128,128,128,179,128,179,128,128
97,97,88,0,0,0,0,0,0,97,97,0,0,97,179,179,88,0,0,97,97,97,97,88,0,0,0,0,97,0,97,0,97,0,97,97,179,179,179,128,128,128,128,128,128,179,128,128,179,128
97,0,0,0,0,0,0,0,0,0,0,0,0,97,128,128,97,97,0,0,0,0,0,0,97,97,0,0,97,0,0,0,97,0,128,128,179,128,128,128,128,179,128,128,128,179,128,128,179,128
97,97,97,97,0,0,88,88,88,97,97,97,0,0,179,128,97,97,0,0,0,97,97,0,97,97,97,0,0,97,0,97,0,128,179,128,128,128,128,128,128,128,128,128,128,179,128,128,128,128
128,128,128,128,128,128,179,179,179,179,179,128,128,128,128,128,128,97,97,97,0,0,0,0,0,97,0,0,0,97,97,0,0,179,179,128,97,128,128,128,128,128,179,179,179,128,128,179,128,128
128,179,179,179,179,179,179,179,179,128,179,179,128,128,128,179,128,128,128,128,128,128,97,97,0,0,0,97,0,0,0,0,179,179,128,97,0,97,128,128,128,128,179,128,179,179,128,179,179,179
128,128,179,179,179,128,128,128,128,128,128,179,128,128,128,128,128,128,179,128,128,179,97,97,97,97,97,179,179,128,128,128,179,128,97,0,0,97,97,97,97,97,179,179,179,179,128,128,179,179
128,88,88,128,128,128,97,97,97,128,128,128,128,128,179,97,97,97,179,128,128,179,128,128,128,179,179,179,128,128,128,128,128,97,0,0,97,97,0,0,0,97,106,179,179,179,128,128,179,128
88,88,128,128,128,97,97,0,0,88,97,0,0,0,0,0,0,0,106,97,128,179,179,128,128,128,128,128,128,128,128,128,97,0,0,0,0,0,0,0,0,0,97,97,97,97,97,0,0,97
97,97,97,97,97,97,0,0,0,0,97,97,97,0,0,0,97,0,0,97,128,128,128,128,128,128,97,97,0,0,97,0,0,0,0,0,0,0,97,97,97,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,97,128,128,97,97,0,0,0,97,97,0,0,0,97,0,0,0,97,0,0,0,0,0,0,0,0,0,0,97,0,0
97,97,97,97,97,97,0,0,97,0,0,97,97,97,97,0,0,0,0,179,179,128,128,97,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0
97,97,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,128,128,128,179,179,128,97,97,0,0,97,97,0,0,0,0,97,97,97,97,0,0,0,0,97,0,0,97,97,0,0
97,0,0,0,0,0,0,0,0,97,0,0,0,97,97,0,0,97,0,128,128,128,128,128,179,179,179,179,179,128,128,128,128,128,128,128,128,179,179,179,179,179,128,128,97,0,97,97,0,0
97,0,0,0,0,97,97,97,0,0,0,0,0,97,97,0,0,97,0,128,128,128,179,179,179,128,128,128,128,128,128,128,179,128,128,128,128,179,128,128,128,179,128,128,97,0,0,0,0,0
97,0,0,0,97,0,97,97,0,0,0,97,0,97,0,0,0,0,0,128,179,179,128,97,88,88,88,88,97,97,97,97,97,0,0,97,97,88,97,128,128,128,179,128,97,97,0,0,0,97
97,0,0,0,97,0,97,97,0,0,0,0,0,0,0,0,0,97,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,88,97,97,97,128,128,128,0,97,0,97,0,97
97,0,0,0,0,0,0,0,0,0,0,97,97,0,0,97,97,0,0,0,97,97,97,97,97,97,97,97,97,97,0,97,97,97,88,88,88,97,0,0,0,97,128,128,0,97,0,97,0,97
97,0,0,0,0,0,0,0,97,0,0,97,97,0,0,0,0,0,0,0,0,0,0,0,97,97,97,0,0,0,97,97,0,0,0,0,0,0,97,97,0,97,128,179,97,0,0,97,0,0
97,0,0,0,97,0,0,0,97,97,0,0,0,0,0,0,97,0,97,97,0,97,97,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,97,0,97,128,128,97,0,0,97,0,0
97,0,0,97,97,0,0,0,0,97,0,0,97,0,97,0,0,0,0,97,97,0,0,0,0,0,0,0,0,97,97,97,97,106,97,97,0,0,97,97,0,97,179,128,106,0,0,0,0,0
0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,97,97,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,97,97,0,0,97,128,128,97,0,0,97,97,0
0,97,0,0,0,97,0,0,97,97,0,97,0,0,0,0,0,0,0,0,0,97,97,97,97,97,97,97,97,0,0,0,0,0,0,0,0,0,0,0,97,97,97,0,0,0,97,97,0,0
97,0,0,0,0,0,97,97,97,97,0,0,0,97,97,97,97,97,97,97,0,0,0,0,0,0,0,0,97,97,97,97,97,97,97,97,0,0,0,0,0,0,0,0,0,0,0,0,0,97
97,97,97,0,0,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97
